house_size_sqm,num_occupants,season,ac,fridge,lights,fans,washing_machine,tv,bill
118,4,0,8,23,6,3,2,5,1630
83,1,1,10,23,3,16,0,4,1652
55,2,1,3,24,6,14,1,2,1227
102,5,0,11,24,7,9,0,6,1798
175,6,1,9,24,6,5,3,7,2014
92,3,0,4,24,4,9,2,4,1347
164,4,0,8,24,6,7,1,5,1713
160,4,1,10,24,6,9,2,5,1972
200,2,1,14,24,4,15,1,4,2115
129,3,1,7,24,5,6,3,7,1751
144,3,1,13,23,6,6,0,7,1951
167,6,1,12,24,4,6,2,9,2137
193,6,0,5,23,10,5,4,5,1821
57,5,1,9,24,6,6,3,3,1675
181,4,0,10,24,8,10,1,4,1877
153,1,1,12,24,9,8,0,2,1819
181,6,1,11,23,8,11,1,3,2058
74,2,1,10,23,1,9,2,5,1664
145,2,1,12,24,3,13,3,5,1978
142,2,1,8,24,6,13,1,2,1696
110,6,1,10,23,6,11,3,3,2006
171,6,0,9,24,10,12,3,5,2028
100,2,1,9,24,4,9,1,7,1675
196,6,1,9,24,8,9,2,2,1928
70,1,1,9,23,4,11,1,5,1525
54,1,1,7,24,5,12,2,4,1430
141,5,0,8,23,8,2,1,0,1552
110,4,0,9,23,0,11,3,4,1660
71,1,0,6,23,4,6,0,2,1179
198,5,0,4,23,8,9,2,7,1641
119,3,0,6,24,3,5,2,3,1429
50,4,0,0,24,7,12,0,4,1095
182,1,1,10,23,4,14,1,2,1876
61,3,1,11,24,4,14,2,6,1823
139,5,0,7,24,6,9,1,2,1588
95,1,1,9,23,7,10,2,2,1603
83,1,1,15,23,5,5,0,2,1798
127,6,1,4,24,4,11,4,5,1657
94,3,1,4,23,6,14,5,2,1564
122,1,1,11,23,5,13,0,3,1698
75,2,0,7,24,7,5,0,3,1345
96,6,0,8,24,7,17,3,4,1794
170,6,0,5,23,9,11,2,6,1717
105,1,0,3,23,5,5,0,4,1152
143,6,0,3,23,8,6,2,5,1550
156,4,0,7,24,5,4,1,3,1537
112,3,1,6,23,7,10,1,3,1541
97,4,0,8,23,10,12,1,5,1681
110,5,1,9,24,10,12,1,4,1835
130,4,1,7,23,4,15,0,4,1690
75,2,0,2,23,2,12,1,2,1111
85,6,0,0,23,8,12,3,5,1374
50,6,0,2,24,7,13,2,5,1340
57,2,1,6,24,3,10,2,4,1426
162,6,0,7,24,11,8,3,4,1829
148,4,0,6,23,12,3,2,3,1635
96,5,0,2,23,3,9,2,6,1328
176,1,1,7,24,3,11,1,5,1717
105,2,0,4,24,2,13,0,0,1192
63,4,0,0,23,4,6,0,4,999
77,4,1,8,23,8,7,2,5,1710
127,4,1,13,24,7,6,1,3,1918
179,1,1,10,24,6,15,0,4,1889
158,3,0,7,24,8,8,2,1,1638
63,6,0,4,24,8,7,0,6,1322
105,6,1,5,24,5,11,2,7,1719
164,5,0,12,24,8,4,3,6,2051
56,3,1,7,24,5,7,2,3,1495
52,6,1,8,23,7,16,1,5,1723
160,5,1,8,23,5,11,2,7,1877
200,5,1,14,24,8,12,2,4,2318
156,4,1,6,23,7,11,1,5,1704
67,2,0,8,23,7,6,3,3,1431
87,4,0,4,24,4,6,3,5,1382
164,1,0,5,23,7,4,1,1,1348
64,6,0,2,24,8,11,3,4,1381
168,5,1,16,24,8,12,1,6,2360
77,2,0,0,23,3,6,2,3,1042
88,6,1,7,24,7,13,2,9,1852
66,5,1,4,24,9,8,4,7,1696
135,5,0,0,24,8,11,3,9,1469
175,4,0,10,23,6,5,2,5,1785
93,2,1,9,24,6,11,2,2,1638
74,2,0,1,23,3,5,0,0,944
194,6,0,9,24,8,12,2,6,1961
62,5,0,3,24,8,12,2,4,1383
74,2,0,3,24,6,10,2,4,1222
117,2,1,11,23,5,10,1,2,1721
187,6,1,9,24,8,9,2,2,1938
116,4,0,2,23,6,8,1,4,1364
158,3,1,12,24,5,8,1,4,1932
195,1,1,10,23,6,13,0,0,1780
160,3,0,8,24,9,7,2,3,1722
160,2,0,5,23,5,8,2,2,1486
83,5,1,12,24,5,11,2,8,2029
160,1,1,10,24,3,15,1,3,1858
57,1,1,11,23,3,10,0,3,1600
162,5,0,9,23,11,13,3,4,1952
132,1,1,13,24,8,13,0,5,1911
91,5,1,9,24,8,13,1,3,1795
150,1,0,7,23,7,6,1,7,1609
55,6,1,7,23,6,7,2,9,1694
75,6,0,2,23,9,8,0,9,1346
113,3,0,11,24,8,4,2,5,1791
108,1,1,7,24,4,5,1,3,1393
158,4,0,9,24,4,6,0,4,1671
170,5,0,9,24,4,3,2,4,1740
82,1,1,9,24,5,13,2,4,1634
199,6,0,7,24,6,4,3,4,1796
70,6,1,8,24,8,6,2,7,1711
119,5,0,3,24,6,6,2,4,1396
161,4,0,7,24,4,9,2,6,1723
53,1,1,5,23,8,9,1,5,1349
143,1,1,12,23,2,13,1,3,1844
124,4,1,9,23,5,12,2,3,1768
111,4,0,2,23,6,8,3,2,1270
143,4,1,6,24,6,9,4,5,1699
144,6,0,5,24,4,9,5,4,1716
104,5,1,9,23,8,3,2,4,1798
186,4,0,5,24,7,7,1,5,1617
180,5,1,12,23,11,14,2,3,2132
80,3,0,6,24,6,6,2,5,1482
89,1,1,9,24,4,11,1,3,1608
85,1,0,2,23,3,2,1,4,1097
55,2,0,2,23,2,10,2,7,1213
115,3,0,1,23,5,7,3,4,1295
124,4,0,5,23,3,7,2,4,1454
53,4,1,10,23,8,9,2,7,1766
128,6,0,2,23,6,8,2,7,1487
183,3,1,9,23,8,9,2,2,1862
167,4,0,6,23,7,8,2,7,1707
162,2,1,12,24,6,7,2,2,1924
143,5,0,1,23,5,6,2,4,1326
111,1,0,12,24,6,8,1,6,1737
128,3,1,12,24,6,10,2,7,2011
185,1,1,9,24,1,12,2,3,1791
75,5,0,1,23,9,9,1,6,1197
93,3,1,10,23,7,12,2,3,1779
182,5,1,12,24,5,13,2,6,2146
119,4,1,6,23,8,4,2,2,1556
167,4,0,3,23,5,4,0,7,1474
117,4,1,7,23,5,16,4,4,1797
68,5,0,5,23,7,10,2,3,1465
69,5,1,9,24,8,9,1,5,1727
162,5,1,17,24,10,12,4,3,2436
189,1,0,0,24,8,6,0,4,1232
96,5,1,7,24,3,12,2,6,1766
50,4,1,6,24,2,8,1,6,1459
139,2,1,11,23,4,12,0,3,1769
191,5,1,12,24,5,10,2,3,2120
113,2,1,9,23,10,13,2,3,1812
87,4,1,13,23,7,18,3,2,2036
86,5,1,5,24,6,11,3,7,1699
175,1,0,4,24,3,2,1,1,1323
188,1,0,3,24,5,8,0,0,1310
149,2,0,6,23,1,7,2,4,1481
126,6,0,5,23,9,0,4,10,1760
52,1,0,6,23,7,5,0,3,1196
183,1,1,16,24,1,13,0,4,2130
59,1,0,9,24,6,11,2,1,1499
54,4,0,0,24,7,11,1,5,1149
200,1,1,11,23,6,15,0,0,1898
187,3,0,9,23,7,7,1,1,1735
179,5,1,13,24,4,8,1,8,2155
62,1,1,15,23,4,6,0,3,1770
179,6,0,6,24,9,7,3,7,1886
133,6,0,6,23,4,6,2,10,1671
114,1,1,16,23,5,8,1,1,1975
112,1,1,10,24,6,6,2,5,1667
150,3,0,4,24,5,6,2,2,1394
122,1,1,7,24,5,8,2,2,1565
66,1,0,5,24,5,5,0,5,1197
58,5,0,7,24,6,13,0,5,1508
192,6,0,10,23,6,7,2,5,1910
87,3,0,2,24,8,7,1,2,1200
143,6,1,10,24,7,13,2,5,1992
144,3,1,9,23,4,9,2,4,1826
98,6,0,5,24,4,9,4,7,1597
118,1,0,8,24,1,10,1,3,1468
111,6,1,9,24,4,8,3,6,1933
127,6,1,11,24,6,10,2,7,2016
166,3,1,12,23,5,6,3,7,2072
169,2,1,9,24,4,7,2,0,1727
186,3,1,14,24,4,8,1,8,2146
125,3,0,2,24,4,9,0,4,1228
84,3,0,1,24,7,4,2,9,1212
50,4,0,3,24,8,8,2,6,1324
89,4,0,2,23,9,7,3,6,1371
113,4,1,11,23,6,10,1,4,1850
199,3,1,19,23,8,13,0,3,2410
109,2,0,9,24,5,13,1,6,1618
113,3,0,3,23,8,3,0,5,1268
142,1,1,7,23,6,12,2,6,1639
121,2,0,8,23,5,13,1,3,1618
60,4,0,1,24,2,10,3,4,1228
154,6,1,7,23,7,12,2,0,1780
63,6,1,9,24,5,5,1,2,1686
109,5,1,8,23,6,14,3,6,1887
79,2,0,5,23,8,12,1,1,1243
84,4,1,8,23,7,12,2,7,1742
54,2,1,8,23,7,13,2,3,1599
132,2,0,8,24,6,11,1,3,1557
172,6,1,12,23,5,13,2,5,2139
127,3,0,8,23,9,10,3,6,1761
111,1,0,7,23,4,3,3,6,1529
181,5,0,9,24,9,15,2,1,1854
138,4,0,6,24,9,10,2,6,1719
91,2,1,4,23,2,13,0,5,1358
138,5,0,5,23,6,9,3,6,1641
195,2,1,12,23,6,5,0,4,1925
89,6,1,9,23,6,4,2,7,1774
121,1,1,11,24,10,12,2,6,1891
88,6,1,15,24,8,10,5,6,2237
153,5,1,9,23,8,13,2,2,1872
63,4,0,3,23,10,7,3,5,1338
81,2,1,12,24,2,9,0,2,1645
174,1,0,7,24,4,7,0,1,1422
146,6,0,7,24,5,6,2,5,1681
72,5,0,3,23,7,4,2,5,1325
112,6,1,7,23,10,7,1,5,1723
192,2,1,7,24,3,12,1,7,1791
194,2,1,11,24,2,12,0,4,1941
102,4,1,6,23,6,2,3,8,1654
153,1,0,3,24,7,7,0,2,1246
153,3,1,12,24,4,10,1,8,2018
88,6,1,7,23,5,12,1,4,1699
183,2,0,3,23,8,9,1,5,1450
116,5,0,1,24,6,10,2,9,1397
184,6,0,9,23,8,6,2,6,1941
91,4,0,5,23,9,5,2,4,1463
64,4,0,3,23,7,2,2,5,1240
160,2,0,7,24,5,7,1,4,1563
82,2,0,5,23,3,3,0,3,1225
87,2,1,7,24,4,8,2,3,1577
146,3,1,9,24,6,6,2,7,1888
82,2,0,7,23,7,12,2,2,1474
135,6,0,8,24,6,4,3,9,1819
115,6,1,7,24,6,8,2,4,1735
59,1,0,8,24,5,9,1,5,1403
54,5,0,10,24,5,11,2,9,1747
172,2,0,6,23,6,5,0,3,1488
123,6,0,5,23,5,12,0,7,1546
146,6,0,3,23,8,7,3,6,1584
167,6,1,8,24,6,14,2,3,1950
87,3,0,6,24,6,8,1,5,1387
190,5,0,14,23,8,4,3,5,2171
96,4,0,7,23,6,5,3,6,1598
158,6,1,9,23,8,10,2,6,1998
64,2,1,7,23,4,14,3,7,1617
185,6,0,5,24,6,9,1,6,1675
54,5,0,7,23,4,11,2,6,1545
96,4,0,4,24,6,5,1,6,1367
117,3,0,7,24,6,3,3,10,1691
125,1,1,9,23,5,12,1,5,1736
179,2,1,17,23,8,12,1,3,2209
144,1,0,4,23,5,7,3,3,1338
164,3,0,4,23,5,6,1,2,1403
85,5,1,7,24,11,9,2,4,1701
75,5,1,10,24,5,8,0,2,1650
92,3,0,9,24,6,9,0,6,1570
76,6,0,6,23,9,9,1,3,1471
118,3,0,7,23,7,11,1,4,1558
197,2,1,13,23,1,11,3,3,2091
60,4,1,3,24,7,11,2,5,1409
123,1,1,9,24,3,6,2,5,1689
153,1,1,9,24,3,11,0,4,1649
87,5,0,4,24,3,9,4,4,1455
183,6,1,8,23,7,8,3,1,1914
72,5,1,11,24,6,15,2,5,1942
96,2,1,9,23,6,8,2,5,1710
139,3,0,6,24,4,8,1,3,1506
95,1,1,8,23,12,11,1,5,1665
156,2,1,8,24,4,8,2,4,1716
189,5,1,5,24,9,10,3,8,1914
190,5,0,8,23,9,8,1,7,1829
153,1,1,10,24,6,11,1,4,1797
160,5,0,8,23,5,3,3,5,1800
153,6,0,6,23,11,9,3,2,1750
109,5,1,6,24,7,13,2,2,1684
149,4,0,4,23,7,10,3,3,1572
117,3,1,13,23,5,13,2,5,2002
182,5,0,8,23,7,5,1,7,1796
169,4,0,9,24,6,10,0,4,1723
86,2,1,11,24,2,6,3,6,1808
121,5,1,6,24,7,10,2,9,1785
176,6,0,5,24,9,4,2,7,1686
155,2,0,8,24,4,10,1,5,1611
141,5,0,3,23,6,8,3,4,1575
80,1,0,3,24,1,2,1,1,1060
171,4,1,9,24,8,9,2,3,1888
186,4,0,5,24,9,3,1,8,1589
100,1,0,5,23,5,6,0,3,1254
78,3,1,7,24,6,9,0,7,1583
89,6,0,4,24,8,9,2,1,1455
90,4,1,10,24,7,13,1,3,1777
60,2,1,11,23,6,6,1,2,1613
200,6,1,13,24,9,10,2,5,2304
50,4,0,5,23,7,6,2,7,1423
95,3,1,14,23,7,7,0,7,1964
150,2,1,12,23,6,10,3,3,1943
198,6,1,13,23,8,13,3,8,2419
139,2,0,5,23,3,4,2,4,1415
159,1,0,5,24,1,10,0,3,1346
106,5,0,6,23,6,3,2,7,1544
50,1,0,7,24,8,12,1,2,1377
112,6,1,10,24,8,10,3,6,1960
104,5,1,7,23,8,8,3,3,1678
164,1,1,6,23,2,12,1,1,1496
192,5,0,2,24,7,15,2,5,1634
198,4,1,11,24,4,15,0,3,1974
102,2,0,7,23,5,7,1,7,1418
186,5,0,0,23,6,11,4,8,1568
106,4,0,3,24,7,14,0,3,1359
166,3,1,8,23,6,9,0,4,1696
84,1,1,10,24,6,11,3,7,1804
112,3,0,3,23,8,5,2,5,1333
74,6,1,5,23,9,9,1,6,1653
139,4,0,4,23,12,7,2,4,1515
124,3,1,7,24,4,9,1,5,1595
87,3,0,5,24,5,11,3,6,1491
179,4,0,6,23,5,2,3,5,1648
184,2,0,8,23,1,8,2,7,1692
140,5,1,10,24,7,10,3,7,2052
66,6,1,11,24,7,9,2,8,1933
177,6,1,9,23,9,13,4,7,2151
157,1,1,12,23,6,13,1,4,1904
74,5,1,9,24,7,11,1,7,1750
137,1,0,5,24,5,8,2,5,1443
78,6,1,11,24,6,10,3,5,1936
112,5,0,3,23,7,9,2,5,1428
199,3,1,15,24,6,15,1,4,2230
163,2,1,8,23,5,14,1,7,1787
98,3,1,5,24,5,17,3,7,1681
130,2,0,1,23,5,10,1,5,1209
133,4,1,10,23,6,5,2,9,2012
154,1,0,4,24,6,9,0,2,1307
197,1,1,11,24,0,8,1,5,1866
167,4,0,3,24,7,11,2,3,1524
135,5,0,7,24,7,7,2,3,1652
112,4,0,6,23,8,4,1,3,1408
153,6,0,5,24,7,9,3,2,1664
98,4,1,11,24,2,10,2,5,1816
120,2,1,11,24,1,12,1,4,1761
50,6,0,4,23,3,9,4,9,1490
190,4,1,13,23,8,12,1,5,2157
172,1,0,10,23,2,9,0,3,1660
111,3,1,7,24,8,13,2,8,1749
81,2,1,12,23,4,11,1,6,1787
78,2,1,6,24,5,10,2,4,1502
98,5,0,7,23,10,7,2,4,1623
79,3,1,11,24,6,9,3,2,1801
193,2,0,6,23,2,7,2,3,1560
68,4,1,8,23,6,13,5,9,1864
67,2,0,3,24,7,11,1,2,1188
50,2,1,6,23,4,13,1,0,1410
127,2,0,4,23,9,8,0,1,1271
164,5,0,8,23,4,8,1,5,1753
162,2,0,9,24,1,8,1,5,1652
163,2,1,10,23,8,11,0,7,1899
112,5,0,2,24,5,6,1,8,1355
181,6,1,7,24,5,8,3,5,1869
178,3,0,6,23,4,8,3,4,1671
57,6,0,3,23,5,5,1,8,1279
104,1,0,9,24,6,5,1,3,1494
152,5,1,8,23,6,8,2,4,1806
180,5,1,12,24,4,14,0,4,2078
81,2,1,7,23,4,15,1,7,1586
59,2,1,7,24,3,11,2,3,1493
159,1,1,11,24,4,11,2,1,1779
173,2,1,12,24,3,13,0,5,1896
136,4,1,11,23,6,8,2,5,1916
104,2,0,3,23,5,8,2,1,1243
81,2,0,5,23,9,13,3,5,1506
184,4,1,10,24,8,10,2,4,1996
142,1,1,6,24,5,10,1,7,1574
57,4,1,9,24,5,10,2,4,1656
114,5,1,13,24,6,10,3,6,2108
106,4,1,14,23,6,12,1,7,2086
116,3,0,6,23,4,8,2,6,1540
121,5,1,10,23,6,4,2,4,1839
103,2,1,1,24,4,12,2,2,1306
116,5,1,18,23,6,8,2,6,2337
100,1,0,9,23,5,10,0,3,1490
146,1,0,8,23,6,8,0,6,1503
141,4,0,6,23,8,8,2,6,1569
57,5,0,0,24,8,8,1,7,1159
84,2,1,9,24,8,9,1,2,1573
145,1,0,6,23,6,6,1,5,1519
137,6,0,2,23,7,10,2,8,1540
127,2,0,7,23,5,6,2,4,1499
81,6,0,8,24,9,4,5,6,1795
169,3,0,7,23,5,9,3,5,1668
95,6,1,10,23,8,12,1,4,1899
193,1,0,8,24,6,7,0,0,1578
191,4,0,6,23,1,8,1,0,1506
104,3,0,7,23,3,8,0,2,1380
56,5,1,13,24,8,12,2,5,1947
123,2,1,10,23,6,13,2,7,1892
56,1,1,6,24,0,12,1,4,1343
200,3,1,7,23,0,13,2,6,1843
134,3,1,11,23,8,15,0,4,1893
196,1,1,13,24,6,12,0,2,1932
161,5,1,11,23,9,10,3,5,2159
174,5,1,10,23,5,6,2,4,1983
196,4,0,8,23,5,4,3,3,1770
85,6,0,3,23,11,9,1,7,1425
78,5,1,6,23,7,10,2,5,1639
131,4,0,3,24,6,6,1,3,1377
51,6,1,5,23,7,12,4,6,1617
178,3,0,8,23,2,10,3,6,1759
96,1,0,4,23,7,9,0,2,1208
197,5,1,9,23,3,9,2,7,2053
60,4,0,0,23,7,13,3,5,1231
179,3,1,13,24,6,10,2,6,2126
168,5,1,14,23,7,13,1,8,2260
189,2,0,4,24,4,7,2,1,1470
69,3,1,8,23,8,7,2,1,1573
54,5,0,1,24,5,8,2,4,1160
86,3,0,4,23,5,15,0,4,1336
186,1,1,13,23,5,13,0,4,2011
102,1,1,14,23,4,10,1,4,1921
148,1,1,9,23,5,12,2,8,1860
135,6,1,12,23,8,10,2,2,2022
157,2,1,12,24,5,13,2,4,1970
73,1,0,4,23,6,13,0,5,1216
130,2,1,13,23,6,9,3,2,1928
169,1,0,5,24,5,8,0,3,1400
108,6,1,10,23,10,12,2,8,2090
177,3,0,5,24,9,6,1,1,1571
163,5,0,8,23,6,6,0,6,1660
164,5,0,8,24,6,8,2,8,1846
63,1,0,8,24,6,6,4,0,1428
58,5,0,10,23,6,11,1,4,1624
89,1,1,12,23,5,10,0,7,1779
74,1,0,6,23,2,7,1,5,1342
152,4,1,9,23,5,8,2,6,1905
71,4,0,0,24,6,5,3,7,1238
53,4,1,12,24,4,9,0,3,1661
78,2,0,10,23,2,6,0,3,1458
158,4,0,7,24,9,4,2,5,1684
147,1,1,7,24,1,13,0,4,1606
86,6,1,13,23,10,15,1,5,2025
124,6,0,9,23,9,7,0,2,1625
119,3,0,0,24,6,5,2,5,1226
195,4,1,11,24,7,8,1,3,2024
177,6,0,7,24,8,8,1,6,1795
134,4,0,1,24,5,8,2,5,1385
91,3,1,6,24,5,6,2,3,1486
149,6,0,9,24,7,1,1,4,1715
90,1,0,5,24,5,8,1,8,1310
83,2,1,6,23,4,13,1,7,1527
66,4,0,2,23,5,11,2,5,1248
171,6,1,7,24,11,9,1,8,1954
125,6,1,10,24,8,14,1,7,2012
136,3,0,8,24,3,7,1,6,1594
166,1,0,10,24,6,4,1,4,1707
155,5,1,8,23,6,16,4,7,2042
135,6,1,9,23,6,6,3,8,2065
76,2,0,6,24,10,7,1,6,1417
106,3,1,12,23,6,9,1,1,1825
80,6,0,6,23,5,9,2,6,1506
183,6,1,14,24,6,13,1,10,2387
147,3,1,15,23,6,5,1,6,2080
61,3,1,3,24,6,9,3,2,1410
102,4,0,10,24,7,10,0,2,1606
187,6,1,15,23,4,8,2,6,2291
194,5,1,7,23,4,6,4,1,1875
171,2,1,12,23,5,9,3,5,2046
95,1,1,11,24,3,9,2,3,1665
113,1,0,2,23,2,10,1,2,1076
179,5,1,10,24,7,11,3,8,2162
103,3,0,6,24,6,5,2,4,1468
156,3,1,7,24,9,13,3,3,1846
100,3,1,8,24,7,11,2,7,1787
85,6,0,9,23,8,3,2,7,1694
164,3,0,11,24,5,6,3,4,1849
75,3,1,5,23,11,9,1,2,1414
78,6,1,1,23,6,16,1,6,1419
198,6,1,15,23,6,10,3,4,2391
60,5,0,10,23,8,4,3,7,1722
89,4,1,11,24,3,10,2,2,1781
60,6,0,3,23,7,10,3,8,1485
162,2,1,7,24,5,10,3,6,1770
88,3,0,7,24,5,11,1,4,1457
103,4,0,8,24,8,10,3,7,1764
147,1,0,4,23,5,10,2,6,1404
104,5,1,10,23,7,13,1,4,1850
160,4,1,9,24,6,14,2,6,1977
199,6,0,9,24,6,11,4,8,2098
118,3,0,0,23,1,4,3,3,1163
105,3,0,6,24,7,4,1,7,1464
82,3,1,8,23,7,12,1,6,1650
85,4,1,14,23,6,8,0,7,1963
197,3,1,12,24,3,7,3,6,2116
130,6,0,8,24,6,10,3,9,1886
158,4,1,7,23,5,9,0,6,1683
122,3,1,9,24,5,13,2,4,1763
89,1,1,10,24,6,12,1,3,1648
66,1,0,3,24,2,8,2,3,1127
178,2,1,10,23,5,13,2,3,1921
110,3,1,10,23,5,12,1,6,1783
153,3,1,5,23,9,13,0,4,1616
91,4,1,7,23,7,6,1,5,1630
74,4,1,11,24,5,10,1,1,1710
88,3,0,4,23,8,3,0,5,1296
84,2,0,12,23,3,7,1,4,1628
180,3,0,7,23,4,4,2,5,1668
157,6,0,1,23,3,5,2,2,1403
151,4,1,11,23,9,11,2,4,2049
147,3,1,7,24,6,15,2,1,1665
61,4,0,5,24,6,9,2,4,1410
68,3,0,3,24,8,8,1,4,1269
150,5,0,5,24,5,3,4,6,1680
93,4,1,12,24,5,16,2,4,1906
98,2,1,4,23,7,11,0,3,1388
66,5,1,7,24,5,14,2,5,1651
123,6,0,4,24,6,6,1,4,1445
106,3,0,9,23,6,9,1,3,1601
104,6,0,4,24,8,3,4,8,1570
96,4,1,6,24,7,11,2,8,1713
61,5,1,9,23,6,13,4,5,1815
111,6,0,3,24,4,13,3,7,1479
129,2,0,3,23,6,14,2,3,1414
132,4,1,12,24,6,13,0,4,1913
57,5,1,0,23,7,7,1,4,1205
198,6,0,4,24,5,6,3,10,1861
130,5,0,4,23,3,6,3,4,1507
167,5,1,15,23,6,14,3,7,2387
74,6,0,6,23,5,7,1,4,1454
138,1,0,6,24,6,8,2,8,1532
61,3,1,8,23,7,17,0,6,1649
192,4,0,7,24,3,7,3,5,1792
108,4,1,10,24,5,7,0,8,1810
158,4,0,7,24,9,9,3,5,1815
75,5,1,14,24,6,8,1,7,1997
96,6,0,4,24,7,5,3,8,1576
81,3,0,5,24,7,7,1,4,1377
59,2,0,4,24,5,14,0,4,1224
65,4,1,11,23,8,10,2,5,1803
194,6,0,5,23,9,9,1,4,1759
200,3,0,6,24,8,7,1,4,1641
75,3,1,4,24,6,11,4,4,1529
135,1,0,9,23,4,12,1,5,1614
184,6,1,6,24,4,13,2,4,1840
63,4,1,10,24,7,11,3,7,1877
128,5,1,15,24,9,10,3,6,2223
166,3,0,12,23,4,12,0,2,1753
56,3,1,7,23,4,16,0,6,1540
186,2,0,6,23,4,8,2,5,1626
164,1,1,10,23,3,13,1,2,1749
121,3,0,8,23,6,11,4,4,1692
108,3,1,9,24,4,8,0,3,1604
131,5,1,9,23,4,10,3,9,2021
165,5,0,10,24,5,10,3,5,1944
195,2,1,11,23,8,11,0,4,1911
152,6,0,6,24,7,6,3,6,1727
66,2,1,6,23,8,9,0,5,1416
63,2,0,7,23,4,10,2,5,1361
157,5,1,11,23,4,8,3,6,2055
94,6,1,9,24,6,9,2,5,1858
147,5,0,0,23,10,5,2,6,1382
180,1,1,13,24,0,12,0,5,1892
86,4,0,1,23,3,11,3,6,1333
157,4,0,7,23,5,0,2,6,1598
88,1,1,6,23,7,7,1,4,1452
64,4,1,5,24,4,9,3,7,1521
169,6,1,13,24,7,13,4,3,2328
53,5,0,4,23,6,3,2,3,1287
142,4,0,6,24,8,10,2,1,1538
190,6,1,17,23,12,15,3,7,2609
65,5,0,10,24,5,8,2,9,1732
157,6,1,9,23,6,12,1,8,2047
175,1,1,7,24,4,10,1,3,1639
104,2,1,13,23,3,6,2,4,1817
83,1,0,1,23,8,6,2,2,1070
62,4,0,6,24,4,10,3,7,1455
190,5,1,10,23,9,13,4,6,2199
67,6,0,5,24,6,10,2,5,1467
145,4,1,14,24,6,10,2,4,2114
172,4,1,8,24,6,12,0,6,1845
88,2,0,3,24,4,8,1,1,1124
95,4,1,11,24,8,5,0,4,1739
78,2,1,14,24,6,8,3,6,2037
111,5,1,17,24,10,9,2,1,2164
65,5,1,4,23,8,7,2,3,1505
170,6,1,9,23,5,10,3,8,2093
59,2,0,1,23,5,10,1,6,1206
152,1,0,9,23,8,13,1,6,1752
133,5,1,10,24,5,9,2,5,1917
182,6,0,9,24,10,6,3,6,1993
114,1,1,8,23,6,13,2,5,1714
52,5,1,10,24,8,9,4,5,1890
191,5,1,10,23,2,14,1,5,1986
169,6,1,11,24,8,11,3,4,2095
117,6,0,4,24,11,7,1,4,1450
195,3,0,11,24,4,7,0,5,1788
86,4,1,5,24,9,16,1,5,1634
122,4,0,5,23,6,7,1,4,1441
192,1,1,16,23,3,7,0,6,2157
98,4,0,9,23,5,13,1,3,1583
170,1,1,8,23,1,13,1,3,1702
137,5,1,7,24,7,11,3,6,1841
189,3,1,12,23,6,2,3,4,2079
86,3,0,7,23,10,6,2,4,1507
110,5,0,9,24,7,7,3,3,1756
173,6,1,6,24,10,7,2,7,1872
88,2,0,9,24,3,6,2,4,1500
112,2,0,3,23,5,4,1,5,1312
95,4,0,9,23,7,8,3,5,1762
137,6,0,1,24,5,10,3,10,1499
60,1,0,1,24,4,10,1,6,1046
111,3,0,10,24,7,10,1,2,1618
126,4,0,11,23,11,6,1,9,1835
101,5,0,5,24,8,13,1,5,1459
53,6,0,3,24,6,8,2,5,1391
108,3,0,5,24,5,2,1,3,1358
121,1,0,7,24,2,9,0,3,1323
197,1,0,8,23,5,5,1,2,1537
142,2,0,5,23,8,7,3,5,1591
112,4,1,3,23,7,11,3,6,1613
103,5,1,7,24,6,12,4,5,1838
166,3,0,2,24,5,11,1,3,1392
159,1,0,8,24,5,8,1,4,1589
123,3,0,7,23,9,11,1,4,1573
156,5,1,10,24,8,9,1,2,1826
106,3,1,8,24,3,14,1,6,1687
52,4,0,10,24,5,4,2,5,1576
169,2,0,10,23,7,4,2,6,1798
55,3,0,5,23,6,9,2,2,1311
54,6,0,2,24,3,4,0,6,1221
54,2,0,8,23,7,10,0,6,1487
103,5,1,9,23,6,12,2,7,1848
96,2,0,3,24,4,11,0,3,1166
58,3,1,6,23,8,13,1,2,1466
148,3,0,8,24,7,11,2,5,1796
69,6,0,7,24,7,11,2,4,1571
171,1,1,12,23,5,11,2,2,1895
110,6,1,11,23,6,10,2,4,1969
172,3,0,6,24,4,11,2,7,1666
131,2,1,8,23,4,16,0,3,1656
111,6,0,6,24,6,7,3,6,1637
194,6,1,11,24,6,14,2,4,2146
52,1,1,5,24,6,10,2,5,1425
62,3,0,4,23,6,6,0,5,1218
169,3,0,8,24,4,9,3,7,1797
174,5,1,9,23,5,13,2,4,1958
138,1,0,11,23,2,9,1,3,1619
122,5,1,6,23,6,11,2,4,1701
117,5,1,7,23,9,11,0,4,1680
191,5,0,5,23,7,4,3,7,1781
150,4,1,12,24,6,11,2,5,2116
147,5,0,7,24,4,12,3,4,1716
60,6,0,2,23,10,11,3,3,1359
154,2,1,4,23,5,9,2,4,1584
116,6,0,2,23,7,9,2,5,1411
172,6,1,5,23,5,12,3,8,1905
78,3,1,11,23,5,16,2,7,1887
186,4,0,4,23,4,10,3,6,1629
125,5,0,8,24,5,9,3,7,1814
58,3,1,10,23,2,13,3,3,1695
89,1,0,8,23,1,5,0,4,1321
74,1,1,6,24,9,11,1,5,1425
54,3,1,9,23,6,17,1,4,1674
188,2,1,11,23,7,11,2,6,2023
